Year,Sector,Facility Region,Facility Type Group,Facility Reporting Name,National Expatriate,Inpatient Outpatient,ER,Episodes Count
2016,Public,Abu Dhabi,Hospitals,Healthpoint,National,Inpatient,ER,5
2016,Public,Abu Dhabi,Hospitals,Healthpoint,National,Outpatient,Non ER,111785
2016,Public,Abu Dhabi,Hospitals,Healthpoint,National,Outpatient,ER,2
2016,Public,Abu Dhabi,Hospitals,Long Term Custodial Care Centre,N/A,Outpatient,Non ER,0
2016,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Inpatient,Non ER,1358
2016,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Inpatient,ER,3308
2016,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Outpatient,Non ER,87189
2016,Public,Abu Dhabi,Hospitals,SKMC,Expatriate,Outpatient,ER,23497
2016,Public,Abu Dhabi,Hospitals,SKMC,N/A,Inpatient,Non ER,119
2016,Public,Abu Dhabi,Hospitals,SKMC,N/A,Inpatient,ER,294
2016,Public,Abu Dhabi,Hospitals,SKMC,N/A,Outpatient,Non ER,6503
2016,Public,Abu Dhabi,Hospitals,SKMC,N/A,Outpatient,ER,2178
2016,Public,Abu Dhabi,Hospitals,SKMC,National,Inpatient,Non ER,3589
2016,Public,Abu Dhabi,Hospitals,SKMC,National,Inpatient,ER,7980
2016,Public,Abu Dhabi,Hospitals,SKMC,National,Outpatient,Non ER,293910
2016,Public,Abu Dhabi,Hospitals,SKMC,National,Outpatient,ER,76838
2016,Public,Al Ain,Centres (various),Al Ain Medical Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Al Faqah,Expatriate,Outpatient,Non ER,1395
2016,Public,Al Ain,Centres (various),Al Faqah,N/A,Outpatient,Non ER,134
2016,Public,Al Ain,Centres (various),Al Faqah,National,Outpatient,Non ER,2662
2016,Public,Al Ain,Centres (various),Al Hayer,Expatriate,Outpatient,Non ER,8526
2016,Public,Al Ain,Centres (various),Al Hayer,N/A,Outpatient,Non ER,716
2016,Public,Al Ain,Centres (various),Al Hayer,National,Outpatient,Non ER,23657
2016,Public,Al Ain,Centres (various),Al Jahili,Expatriate,Outpatient,Non ER,10168
2016,Public,Al Ain,Centres (various),Al Jahili,N/A,Outpatient,Non ER,666
2016,Public,Al Ain,Centres (various),Al Jahili,National,Outpatient,Non ER,37639
2016,Public,Al Ain,Centres (various),Al Jahili,National,Outpatient,ER,3
2016,Public,Al Ain,Centres (various),Al Khazna,Expatriate,Outpatient,Non ER,4253
2016,Public,Al Ain,Centres (various),Al Khazna,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Al Khazna,N/A,Outpatient,Non ER,237
2016,Public,Al Ain,Centres (various),Al Khazna,National,Outpatient,Non ER,5169
2016,Public,Al Ain,Centres (various),Al Maqam,Expatriate,Outpatient,Non ER,13273
2016,Public,Al Ain,Centres (various),Al Maqam,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Al Maqam,N/A,Outpatient,Non ER,845
2016,Public,Al Ain,Centres (various),Al Maqam,National,Outpatient,Non ER,53088
2016,Public,Al Ain,Centres (various),Al Maqam,National,Outpatient,ER,4
2016,Public,Al Ain,Centres (various),Al Masoudi Healthcare Centre,Expatriate,Outpatient,Non ER,1023
2016,Public,Al Ain,Centres (various),Al Masoudi Healthcare Centre,N/A,Outpatient,Non ER,81
2016,Public,Al Ain,Centres (various),Al Masoudi Healthcare Centre,National,Outpatient,Non ER,20524
2016,Public,Al Ain,Centres (various),Al Qua'A,Expatriate,Outpatient,Non ER,8628
2016,Public,Al Ain,Centres (various),Al Qua'A,N/A,Outpatient,Non ER,592
2016,Public,Al Ain,Centres (various),Al Qua'A,National,Inpatient,Non ER,1
2016,Public,Al Ain,Centres (various),Al Qua'A,National,Inpatient,ER,2
2016,Public,Al Ain,Centres (various),Al Qua'A,National,Outpatient,Non ER,41394
2016,Public,Al Ain,Centres (various),Al Quaa Care And Rehabilitation Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Al Towayya Children'S Specialty Centre,Expatriate,Inpatient,ER,1
2016,Public,Al Ain,Centres (various),Al Towayya Children'S Specialty Centre,Expatriate,Outpatient,Non ER,9697
2016,Public,Al Ain,Centres (various),Al Towayya Children'S Specialty Centre,Expatriate,Outpatient,ER,2
2016,Public,Al Ain,Centres (various),Al Towayya Children'S Specialty Centre,N/A,Outpatient,Non ER,400
2016,Public,Al Ain,Centres (various),Al Towayya Children'S Specialty Centre,National,Outpatient,Non ER,53185
2016,Public,Al Ain,Centres (various),Al Yahar,Expatriate,Inpatient,ER,1
2016,Public,Al Ain,Centres (various),Al Yahar,Expatriate,Outpatient,Non ER,18545
2016,Public,Al Ain,Centres (various),Al Yahar,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Al Yahar,N/A,Outpatient,Non ER,1127
2016,Public,Al Ain,Centres (various),Al Yahar,National,Outpatient,Non ER,79891
2016,Public,Al Ain,Centres (various),Al Yahar,National,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Blood Bank Centre,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Correction & Prisons Clinic/ Al Ain,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Alain,Expatriate,Outpatient,Non ER,768
2016,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Alain,N/A,Outpatient,Non ER,76
2016,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Alain,National,Outpatient,Non ER,14796
2016,Public,Al Ain,Centres (various),Disease Prevention And Screening Centre-Sweihan,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Hili,Expatriate,Outpatient,Non ER,16656
2016,Public,Al Ain,Centres (various),Hili,Expatriate,Outpatient,ER,2
2016,Public,Al Ain,Centres (various),Hili,N/A,Outpatient,Non ER,791
2016,Public,Al Ain,Centres (various),Hili,National,Outpatient,Non ER,85223
2016,Public,Al Ain,Centres (various),Hili,National,Outpatient,ER,4
2016,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,Expatriate,Outpatient,Non ER,15127
2016,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,N/A,Outpatient,Non ER,514
2016,Public,Al Ain,Centres (various),Imperial College London Diabetes Centre - Al Ain,National,Outpatient,Non ER,107444
2016,Public,Al Ain,Centres (various),Medical Services Section- Al Ain,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Mezyed,Expatriate,Inpatient,ER,1
2016,Public,Al Ain,Centres (various),Mezyed,Expatriate,Outpatient,Non ER,15609
2016,Public,Al Ain,Centres (various),Mezyed,N/A,Outpatient,Non ER,934
2016,Public,Al Ain,Centres (various),Mezyed,National,Inpatient,ER,1
2016,Public,Al Ain,Centres (various),Mezyed,National,Outpatient,Non ER,88886
2016,Public,Al Ain,Centres (various),Mezyed,National,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Mobile Blood Bank 1,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Mobile Blood Bank 2,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Mobile Mammogram Imaging,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Muweiji,Expatriate,Outpatient,Non ER,23707
2016,Public,Al Ain,Centres (various),Muweiji,Expatriate,Outpatient,ER,2
2016,Public,Al Ain,Centres (various),Muweiji,N/A,Outpatient,Non ER,1628
2016,Public,Al Ain,Centres (various),Muweiji,National,Inpatient,ER,1
2016,Public,Al Ain,Centres (various),Muweiji,National,Outpatient,Non ER,58653
2016,Public,Al Ain,Centres (various),Muweiji,National,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Neima,Expatriate,Outpatient,Non ER,9468
2016,Public,Al Ain,Centres (various),Neima,N/A,Outpatient,Non ER,535
2016,Public,Al Ain,Centres (various),Neima,National,Inpatient,Non ER,1
2016,Public,Al Ain,Centres (various),Neima,National,Outpatient,Non ER,63919
2016,Public,Al Ain,Centres (various),Niyadat,Expatriate,Outpatient,Non ER,9866
2016,Public,Al Ain,Centres (various),Niyadat,N/A,Outpatient,Non ER,630
2016,Public,Al Ain,Centres (various),Niyadat,National,Outpatient,Non ER,28627
2016,Public,Al Ain,Centres (various),Oud Al Touba Diagnostic & Screening Centre,Expatriate,Outpatient,Non ER,9595
2016,Public,Al Ain,Centres (various),Oud Al Touba Diagnostic & Screening Centre,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Oud Al Touba Diagnostic & Screening Centre,N/A,Outpatient,Non ER,249
2016,Public,Al Ain,Centres (various),Oud Al Touba Diagnostic & Screening Centre,National,Outpatient,Non ER,106646
2016,Public,Al Ain,Centres (various),Oud Al Touba Diagnostic & Screening Centre,National,Outpatient,ER,3
2016,Public,Al Ain,Centres (various),Remah,Expatriate,Outpatient,Non ER,7452
2016,Public,Al Ain,Centres (various),Remah,N/A,Outpatient,Non ER,707
2016,Public,Al Ain,Centres (various),Remah,National,Outpatient,Non ER,15780
2016,Public,Al Ain,Centres (various),SEHA Dialysis Services – Al Wagan,Expatriate,Outpatient,Non ER,59
2016,Public,Al Ain,Centres (various),SEHA Dialysis Services – Al Wagan,National,Outpatient,Non ER,1127
2016,Public,Al Ain,Centres (various),SEHA Dialysis Services – Tawam,Expatriate,Outpatient,Non ER,10737
2016,Public,Al Ain,Centres (various),SEHA Dialysis Services – Tawam,N/A,Outpatient,Non ER,329
2016,Public,Al Ain,Centres (various),SEHA Dialysis Services – Tawam,National,Outpatient,Non ER,40185
2016,Public,Al Ain,Centres (various),Shuaib,Expatriate,Outpatient,Non ER,2270
2016,Public,Al Ain,Centres (various),Shuaib,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Shuaib,N/A,Outpatient,Non ER,189
2016,Public,Al Ain,Centres (various),Shuaib,National,Outpatient,Non ER,7670
2016,Public,Al Ain,Centres (various),Swaihan,Expatriate,Outpatient,Non ER,9075
2016,Public,Al Ain,Centres (various),Swaihan,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Swaihan,N/A,Outpatient,Non ER,774
2016,Public,Al Ain,Centres (various),Swaihan,N/A,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Swaihan,National,Inpatient,Non ER,2
2016,Public,Al Ain,Centres (various),Swaihan,National,Outpatient,Non ER,15525
2016,Public,Al Ain,Centres (various),Swaihan,National,Outpatient,ER,1
2016,Public,Al Ain,Centres (various),Tawam Dental Centre,Expatriate,Outpatient,Non ER,5252
2016,Public,Al Ain,Centres (various),Tawam Dental Centre,N/A,Outpatient,Non ER,116
2016,Public,Al Ain,Centres (various),Tawam Dental Centre,National,Outpatient,Non ER,48658
2016,Public,Al Ain,Centres (various),Tawam Dialysis Centre,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Tawam Ivf Centre,Expatriate,Outpatient,Non ER,1343
2016,Public,Al Ain,Centres (various),Tawam Ivf Centre,N/A,Outpatient,Non ER,169
2016,Public,Al Ain,Centres (various),Tawam Ivf Centre,National,Inpatient,Non ER,1
2016,Public,Al Ain,Centres (various),Tawam Ivf Centre,National,Inpatient,ER,1
2016,Public,Al Ain,Centres (various),Tawam Ivf Centre,National,Outpatient,Non ER,5647
2016,Public,Al Ain,Centres (various),Tawam Molecular Imaging Centre,Expatriate,Outpatient,Non ER,188
2016,Public,Al Ain,Centres (various),Tawam Molecular Imaging Centre,N/A,Outpatient,Non ER,24
2016,Public,Al Ain,Centres (various),Tawam Molecular Imaging Centre,National,Outpatient,Non ER,307
2016,Public,Al Ain,Centres (various),Tawam Rehabilitation Centre,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Centres (various),Zakher,Expatriate,Outpatient,Non ER,4647
2016,Public,Al Ain,Centres (various),Zakher,N/A,Outpatient,Non ER,333
2016,Public,Al Ain,Centres (various),Zakher,National,Outpatient,Non ER,32625
2016,Public,Al Ain,Centres (various),Zakher,National,Outpatient,ER,1
2016,Public,Al Ain,Clinics,Kwaitat Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Clinics,Maqam 1 Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Clinics,Maqam 2 Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Clinics,Seih Bin Ammar Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Clinics,Tawam Hostel Clinic-Uae University,N/A,Outpatient,Non ER,Null
2016,Public,Al Ain,Clinics,Uae University Clinics,Expatriate,Outpatient,Non ER,735
2016,Public,Al Ain,Clinics,Uae University Clinics,Expatriate,Outpatient,ER,7
2016,Public,Al Ain,Clinics,Uae University Clinics,N/A,Outpatient,Non ER,52
2016,Public,Al Ain,Clinics,Uae University Clinics,National,Outpatient,Non ER,4233
2016,Public,Al Ain,Clinics,Uae University Clinics,National,Outpatient,ER,54
2016,Public,Al Ain,Clinics,Uae University Clinics-Branch 1,Expatriate,Outpatient,Non ER,791
2016,Public,Al Ain,Clinics,Uae University Clinics-Branch 1,Expatriate,Outpatient,ER,1
2016,Public,Al Ain,Clinics,Uae University Clinics-Branch 1,N/A,Outpatient,Non ER,40
2016,Public,Al Ain,Clinics,Uae University Clinics-Branch 1,National,Outpatient,Non ER,403
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Inpatient,Non ER,3
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Inpatient,ER,1
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,Expatriate,Outpatient,Non ER,11852
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,N/A,Outpatient,Non ER,1177
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Inpatient,Non ER,4
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Inpatient,ER,2
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Outpatient,Non ER,33695
2016,Public,Al Dhafrah,Centres (various),Al Dhafra Family Medicine Centre,National,Outpatient,ER,3
2016,Public,Al Dhafrah,Centres (various),Al Gharbia Mobile Mammography Unit,Expatriate,Outpatient,Non ER,113
2016,Public,Al Dhafrah,Centres (various),Al Gharbia Mobile Mammography Unit,N/A,Outpatient,Non ER,10
2016,Public,Al Dhafrah,Centres (various),Al Gharbia Mobile Mammography Unit,National,Outpatient,Non ER,224
2016,Public,Al Dhafrah,Centres (various),Al Sela' Care And Rehabilitation Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Delma,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Gaiathy,N/A,Outpatient,Non ER,4584
2016,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Madinat Zayed,Expatriate,Outpatient,Non ER,1528
2016,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Madinat Zayed,National,Outpatient,Non ER,764
2016,Public,Al Dhafrah,Centres (various),Disease Prevention And Screening Centre-Sila,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Ghayathi Care And Rehabilitation Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Mobile Decontamination Unit 1,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Mobile Decontamination Unit 2,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Mobile Decontamination Unit 3,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 2-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 8-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 9-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 10-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 11-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 17-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 21-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 22-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 24-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 25-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 31-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 38-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 50-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 51-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 52-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 53-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 54-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 55-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 56-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 57-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 58-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 59-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd 122-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Nd60-Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Centres (various),Qusahwira Medical Centre,Expatriate,Outpatient,Non ER,1099
2016,Public,Al Dhafrah,Centres (various),Qusahwira Medical Centre,N/A,Outpatient,Non ER,149
2016,Public,Al Dhafrah,Centres (various),Qusahwira Medical Centre,National,Outpatient,Non ER,321
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Marfa,Expatriate,Outpatient,Non ER,287
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Marfa,National,Outpatient,Non ER,746
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Sila,Expatriate,Outpatient,Non ER,2
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Al Sila,National,Outpatient,Non ER,655
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Delma,National,Outpatient,Non ER,444
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Ghaithy,Expatriate,Outpatient,Non ER,23
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Ghaithy,National,Outpatient,Non ER,1077
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Madinat Zayed,Expatriate,Outpatient,Non ER,201
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Madinat Zayed,N/A,Outpatient,Non ER,174
2016,Public,Al Dhafrah,Centres (various),SEHA Dialysis Services – Madinat Zayed,National,Outpatient,Non ER,3689
2016,Public,Al Dhafrah,Centres (various),Wastern Region Police Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Adnoc Schools Clinic-Ghayathi-Branch 3-Elementary,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Adnoc Schools Clinic-Madinat Zayed-Branch 1-Boys,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Adnoc Schools Clinic-Madinat Zayed-Branch 1-Elementary,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Adnoc Schools Clinic-Ruwais-Branch 2-Boys,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Adnoc Schools Clinic-Ruwais-Branch 2-Elementary,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Al Maha Medical Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Al Ruwais Industrial Area Medical Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Asab Clinic,Expatriate,Outpatient,Non ER,8632
2016,Public,Al Dhafrah,Clinics,Asab Clinic,N/A,Outpatient,Non ER,1280
2016,Public,Al Dhafrah,Clinics,Asab Clinic,National,Outpatient,Non ER,1508
2016,Public,Al Dhafrah,Clinics,Buhasa Clinic,Expatriate,Outpatient,Non ER,3016
2016,Public,Al Dhafrah,Clinics,Buhasa Clinic,N/A,Outpatient,Non ER,395
2016,Public,Al Dhafrah,Clinics,Buhasa Clinic,National,Outpatient,Non ER,900
2016,Public,Al Dhafrah,Clinics,Habshan Clinic,Expatriate,Outpatient,Non ER,4213
2016,Public,Al Dhafrah,Clinics,Habshan Clinic,N/A,Outpatient,Non ER,332
2016,Public,Al Dhafrah,Clinics,Habshan Clinic,National,Outpatient,Non ER,1273
2016,Public,Al Dhafrah,Clinics,Jabal Al-Dhana Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Petrofac Emirates Clinic Habshan Project-Adco,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Sahel Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Shah General Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Al Dhafrah,Clinics,Sir Baniyas Clinic,N/A,Outpatient,Non ER,4584
2016,Public,Al Dhafrah,Hospitals,Liwa,Expatriate,Inpatient,Non ER,47
2016,Public,Al Dhafrah,Hospitals,Liwa,Expatriate,Inpatient,ER,51
2016,Public,Al Dhafrah,Hospitals,Liwa,Expatriate,Outpatient,Non ER,7372
