Year,Age Group,Disease,Nationality,Cases
2016,0-4,Other Viral Hepatitis,NA,0
2016,0-4,Pulmonary Tuberculosis,NA,0
2016,0-4,Rubella,NA,0
2016,0-4,Scabies,NA,0
2016,0-4,Scarlet  Fever,NA,0
2016,0-4,Seasonal Influenza,NA,1
2016,0-4,Syphilis,NA,0
2016,0-4,Tetanus,NA,0
2016,0-4,Typhoid Fever,NA,0
2016,0-4,Viral Hepatitis A,NA,0
2016,0-4,Viral Hepatitis B,NA,0
2016,0-4,Viral Hepatitis C,NA,0
2016,0-4,Viral Meningitis,NA,0
2016,0-4,Whooping Cough,NA,0
2016,15-19,Acute Encephalitis,NA,0
2016,15-19,Acute Flaccid Paralysis,NA,0
2016,15-19,Brucellosis,NA,0
2016,15-19,Chickenpox,NA,0
2016,15-19,Corona Virus,NA,0
2016,15-19,Extra Pulmonary Tuberculosis,NA,0
2016,15-19,Giardia Lambia,NA,0
2016,15-19,Gonorrhoea,NA,1
2016,15-19,Malaria,NA,0
2016,15-19,Measles,NA,0
2016,15-19,Mumps,NA,0
2016,15-19,Other,NA,0
2016,15-19,Other Food Poisoning,NA,0
2016,15-19,Other STD,NA,0
2016,15-19,Other Viral Hepatitis,NA,0
2016,15-19,Pulmonary Tuberculosis,NA,0
2016,15-19,Rubella,NA,0
2016,15-19,Scabies,NA,0
2016,15-19,Scarlet  Fever,NA,0
2016,15-19,Seasonal Influenza,NA,0
2016,15-19,Syphilis,NA,0
2016,15-19,Tetanus,NA,0
2016,15-19,Typhoid Fever,NA,0
2016,15-19,Viral Hepatitis A,NA,0
2016,15-19,Viral Hepatitis B,NA,0
2016,15-19,Viral Hepatitis C,NA,0
2016,15-19,Viral Meningitis,NA,0
2016,15-19,Whooping Cough,NA,0
2016,20-24,Acute Encephalitis,NA,0
2016,20-24,Acute Flaccid Paralysis,NA,0
2016,20-24,Brucellosis,NA,0
2016,20-24,Chickenpox,NA,0
2016,20-24,Corona Virus,NA,0
2016,20-24,Extra Pulmonary Tuberculosis,NA,0
2016,20-24,Giardia Lambia,NA,0
2016,20-24,Gonorrhoea,NA,0
2016,20-24,Malaria,NA,0
2016,20-24,Measles,NA,0
2016,20-24,Mumps,NA,0
2016,20-24,Other,NA,0
2016,20-24,Other Food Poisoning,NA,0
2016,20-24,Other STD,NA,1
2016,20-24,Other Viral Hepatitis,NA,0
2016,20-24,Pulmonary Tuberculosis,NA,0
2016,20-24,Rubella,NA,0
2016,20-24,Scabies,NA,0
2016,20-24,Scarlet  Fever,NA,0
2016,20-24,Seasonal Influenza,NA,0
2016,20-24,Syphilis,NA,0
2016,20-24,Tetanus,NA,0
2016,20-24,Typhoid Fever,NA,0
2016,20-24,Viral Hepatitis A,NA,0
2016,20-24,Viral Hepatitis B,NA,0
2016,20-24,Viral Hepatitis C,NA,0
2016,20-24,Viral Meningitis,NA,0
2016,20-24,Whooping Cough,NA,0
2016,25-29,Acute Encephalitis,NA,0
2016,25-29,Acute Flaccid Paralysis,NA,0
2016,25-29,Brucellosis,NA,0
2016,25-29,Chickenpox,NA,0
2016,25-29,Corona Virus,NA,0
2016,25-29,Extra Pulmonary Tuberculosis,NA,0
2016,25-29,Giardia Lambia,NA,0
2016,25-29,Gonorrhoea,NA,0
2016,25-29,Malaria,NA,0
2016,25-29,Measles,NA,0
2016,25-29,Mumps,NA,0
2016,25-29,Other,NA,0
2016,25-29,Other Food Poisoning,NA,0
2016,25-29,Other STD,NA,3
2016,25-29,Other Viral Hepatitis,NA,0
2016,25-29,Pulmonary Tuberculosis,NA,0
2016,25-29,Rubella,NA,0
2016,25-29,Scabies,NA,0
2016,25-29,Scarlet  Fever,NA,0
2016,25-29,Seasonal Influenza,NA,0
2016,25-29,Syphilis,NA,0
2016,25-29,Tetanus,NA,0
2016,25-29,Typhoid Fever,NA,0
2016,25-29,Viral Hepatitis A,NA,0
2016,25-29,Viral Hepatitis B,NA,0
2016,25-29,Viral Hepatitis C,NA,0
2016,25-29,Viral Meningitis,NA,0
2016,25-29,Whooping Cough,NA,0
2016,30-34,Acute Encephalitis,NA,0
2016,30-34,Acute Flaccid Paralysis,NA,0
2016,30-34,Brucellosis,NA,0
2016,30-34,Chickenpox,NA,0
2016,30-34,Corona Virus,NA,0
2016,30-34,Extra Pulmonary Tuberculosis,NA,0
2016,30-34,Giardia Lambia,NA,0
2016,30-34,Gonorrhoea,NA,0
2016,30-34,Malaria,NA,0
2016,30-34,Measles,NA,0
2016,30-34,Mumps,NA,0
2016,30-34,Other,NA,0
2016,30-34,Other Food Poisoning,NA,0
2016,30-34,Other STD,NA,4
2016,30-34,Other Viral Hepatitis,NA,0
2016,30-34,Pulmonary Tuberculosis,NA,0
2016,30-34,Rubella,NA,0
2016,30-34,Scabies,NA,0
2016,30-34,Scarlet  Fever,NA,0
2016,30-34,Seasonal Influenza,NA,1
2016,30-34,Syphilis,NA,0
2016,30-34,Tetanus,NA,0
2016,30-34,Typhoid Fever,NA,0
2016,30-34,Viral Hepatitis A,NA,0
2016,30-34,Viral Hepatitis B,NA,0
2016,30-34,Viral Hepatitis C,NA,Null
2016,30-34,Viral Meningitis,NA,0
2016,30-34,Whooping Cough,NA,0
2016,35-39,Acute Encephalitis,NA,0
2016,35-39,Acute Flaccid Paralysis,NA,0
2016,35-39,Brucellosis,NA,0
2016,35-39,Chickenpox,NA,0
2016,35-39,Corona Virus,NA,0
2016,35-39,Extra Pulmonary Tuberculosis,NA,0
2016,35-39,Giardia Lambia,NA,0
2016,35-39,Gonorrhoea,NA,0
2016,35-39,Malaria,NA,0
2016,35-39,Measles,NA,0
2016,35-39,Mumps,NA,0
2016,35-39,Other,NA,1
2016,35-39,Other Food Poisoning,NA,0
2016,35-39,Other STD,NA,4
2016,35-39,Other Viral Hepatitis,NA,0
2016,35-39,Pulmonary Tuberculosis,NA,0
2016,35-39,Rubella,NA,0
2016,35-39,Scabies,NA,0
2016,35-39,Scarlet  Fever,NA,0
2016,35-39,Seasonal Influenza,NA,0
2016,35-39,Syphilis,NA,0
2016,35-39,Tetanus,NA,0
2016,35-39,Typhoid Fever,NA,0
2016,35-39,Viral Hepatitis A,NA,0
2016,35-39,Viral Hepatitis B,NA,Null
2016,35-39,Viral Hepatitis C,NA,Null
2016,35-39,Viral Meningitis,NA,0
2016,35-39,Whooping Cough,NA,0
2016,40-44,Acute Encephalitis,NA,0
2016,40-44,Acute Flaccid Paralysis,NA,0
2016,40-44,Brucellosis,NA,0
2016,40-44,Chickenpox,NA,0
2016,40-44,Corona Virus,NA,0
2016,40-44,Extra Pulmonary Tuberculosis,NA,0
2016,40-44,Giardia Lambia,NA,0
2016,40-44,Gonorrhoea,NA,0
2016,40-44,Malaria,NA,0
2016,40-44,Measles,NA,0
2016,40-44,Mumps,NA,0
2016,40-44,Other,NA,0
2016,40-44,Other Food Poisoning,NA,0
2016,40-44,Other STD,NA,2
2016,40-44,Other Viral Hepatitis,NA,0
2016,40-44,Pulmonary Tuberculosis,NA,0
2016,40-44,Rubella,NA,0
2016,40-44,Scabies,NA,0
2016,40-44,Scarlet  Fever,NA,0
2016,40-44,Seasonal Influenza,NA,0
2016,40-44,Syphilis,NA,0
2016,40-44,Tetanus,NA,0
2016,40-44,Typhoid Fever,NA,0
2016,40-44,Viral Hepatitis A,NA,0
2016,40-44,Viral Hepatitis B,NA,Null
2016,40-44,Viral Hepatitis C,NA,Null
2016,40-44,Viral Meningitis,NA,0
2016,40-44,Whooping Cough,NA,0
2016,45-49,Acute Encephalitis,NA,0
2016,45-49,Acute Flaccid Paralysis,NA,0
2016,45-49,Brucellosis,NA,0
2016,45-49,Chickenpox,NA,0
2016,45-49,Corona Virus,NA,0
2016,45-49,Extra Pulmonary Tuberculosis,NA,0
2016,45-49,Giardia Lambia,NA,0
2016,45-49,Gonorrhoea,NA,0
2016,45-49,Malaria,NA,0
2016,45-49,Measles,NA,0
2016,45-49,Mumps,NA,0
2016,45-49,Other,NA,0
2016,45-49,Other Food Poisoning,NA,0
2016,45-49,Other STD,NA,4
2016,45-49,Other Viral Hepatitis,NA,0
2016,45-49,Pulmonary Tuberculosis,NA,0
2016,45-49,Rubella,NA,0
2016,45-49,Scabies,NA,0
2016,45-49,Scarlet  Fever,NA,0
2016,45-49,Seasonal Influenza,NA,0
2016,45-49,Syphilis,NA,0
2016,45-49,Tetanus,NA,0
2016,45-49,Typhoid Fever,NA,0
2016,45-49,Viral Hepatitis A,NA,0
2016,45-49,Viral Hepatitis B,NA,Null
2016,45-49,Viral Hepatitis C,NA,Null
2016,45-49,Viral Meningitis,NA,0
2016,45-49,Whooping Cough,NA,0
2016,50-54,Acute Encephalitis,NA,0
2016,50-54,Acute Flaccid Paralysis,NA,0
2016,50-54,Brucellosis,NA,0
2016,50-54,Chickenpox,NA,0
2016,50-54,Corona Virus,NA,0
2016,50-54,Extra Pulmonary Tuberculosis,NA,0
2016,50-54,Giardia Lambia,NA,0
2016,50-54,Gonorrhoea,NA,0
2016,50-54,Malaria,NA,0
2016,50-54,Measles,NA,0
2016,50-54,Mumps,NA,0
2016,50-54,Other,NA,0
2016,50-54,Other Food Poisoning,NA,0
2016,50-54,Other STD,NA,0
2016,50-54,Other Viral Hepatitis,NA,0
2016,50-54,Pulmonary Tuberculosis,NA,0
2016,50-54,Rubella,NA,0
2016,50-54,Scabies,NA,0
2016,50-54,Scarlet  Fever,NA,0
2016,50-54,Seasonal Influenza,NA,0
2016,50-54,Syphilis,NA,0
2016,50-54,Tetanus,NA,0
2016,50-54,Typhoid Fever,NA,0
2016,50-54,Viral Hepatitis A,NA,0
2016,50-54,Viral Hepatitis B,NA,Null
2016,50-54,Viral Hepatitis C,NA,0
2016,50-54,Viral Meningitis,NA,0
2016,50-54,Whooping Cough,NA,0
2016,55-59,Acute Encephalitis,NA,0
2016,55-59,Acute Flaccid Paralysis,NA,0
2016,55-59,Brucellosis,NA,0
2016,55-59,Chickenpox,NA,0
2016,55-59,Corona Virus,NA,0
2016,55-59,Extra Pulmonary Tuberculosis,NA,0
2016,55-59,Giardia Lambia,NA,0
2016,55-59,Gonorrhoea,NA,0
2016,55-59,Malaria,NA,0
2016,55-59,Measles,NA,0
2016,55-59,Mumps,NA,0
2016,55-59,Other,NA,0
2016,55-59,Other Food Poisoning,NA,0
2016,55-59,Other STD,NA,1
2016,55-59,Other Viral Hepatitis,NA,0
2016,55-59,Pulmonary Tuberculosis,NA,0
2016,55-59,Rubella,NA,0
2016,55-59,Scabies,NA,0
2016,55-59,Scarlet  Fever,NA,0
2016,55-59,Seasonal Influenza,NA,0
2016,55-59,Syphilis,NA,0
2016,55-59,Tetanus,NA,0
2016,55-59,Typhoid Fever,NA,0
2016,55-59,Viral Hepatitis A,NA,0
2016,55-59,Viral Hepatitis B,NA,Null
2016,55-59,Viral Hepatitis C,NA,0
2016,55-59,Viral Meningitis,NA,0
2016,55-59,Whooping Cough,NA,0
2016,65+,Acute Encephalitis,NA,0
2016,65+,Acute Flaccid Paralysis,NA,0
2016,65+,Brucellosis,NA,0
2016,65+,Chickenpox,NA,0
2016,65+,Corona Virus,NA,0
2016,65+,Extra Pulmonary Tuberculosis,NA,0
2016,65+,Giardia Lambia,NA,0
2016,65+,Gonorrhoea,NA,0
2016,65+,Malaria,NA,0
2016,65+,Measles,NA,0
2016,65+,Mumps,NA,0
2016,65+,Other,NA,0
2016,65+,Other Food Poisoning,NA,0
2016,65+,Other STD,NA,0
2016,65+,Other Viral Hepatitis,NA,0
2016,65+,Pulmonary Tuberculosis,NA,0
2016,65+,Rubella,NA,0
2016,65+,Scabies,NA,0
2016,65+,Scarlet  Fever,NA,0
2016,65+,Seasonal Influenza,NA,0
2016,65+,Syphilis,NA,Null
2016,65+,Tetanus,NA,0
2016,65+,Typhoid Fever,NA,0
2016,65+,Viral Hepatitis A,NA,0
2016,65+,Viral Hepatitis B,NA,Null
2016,65+,Viral Hepatitis C,NA,0
2016,65+,Viral Meningitis,NA,0
2016,65+,Whooping Cough,NA,0
2016,0-4,Acute Encephalitis,National,1
2016,0-4,Acute Flaccid Paralysis,National,0
2016,0-4,Brucellosis,National,10
2016,0-4,Chickenpox,National,190
2016,0-4,Corona Virus,National,0
2016,0-4,Extra Pulmonary Tuberculosis,National,2
2016,0-4,Giardia Lambia,National,15
2016,0-4,Gonorrhoea,National,0
2016,0-4,Malaria,National,0
2016,0-4,Measles,National,12
2016,0-4,Mumps,National,34
2016,0-4,Other,National,197
2016,0-4,Other Food Poisoning,National,207
2016,0-4,Other STD,National,2
2016,0-4,Other Viral Hepatitis,National,0
2016,0-4,Pulmonary Tuberculosis,National,0
2016,0-4,Rubella,National,4
2016,0-4,Scabies,National,46
2016,0-4,Scarlet  Fever,National,76
2016,0-4,Seasonal Influenza,National,707
2016,0-4,Syphilis,National,0
2016,0-4,Tetanus,National,0
2016,0-4,Typhoid Fever,National,2
2016,0-4,Viral Hepatitis A,National,27
2016,0-4,Viral Hepatitis B,National,0
2016,0-4,Viral Hepatitis C,National,3
2016,0-4,Viral Meningitis,National,29
2016,0-4,Whooping Cough,National,25
2016,5-9,Acute Encephalitis,National,1
2016,5-9,Acute Flaccid Paralysis,National,1
2016,5-9,Brucellosis,National,16
2016,5-9,Chickenpox,National,99
2016,5-9,Corona Virus,National,0
2016,5-9,Extra Pulmonary Tuberculosis,National,0
2016,5-9,Giardia Lambia,National,7
2016,5-9,Gonorrhoea,National,0
2016,5-9,Malaria,National,0
2016,5-9,Measles,National,1
2016,5-9,Mumps,National,27
2016,5-9,Other,National,73
2016,5-9,Other Food Poisoning,National,62
2016,5-9,Other STD,National,0
2016,5-9,Other Viral Hepatitis,National,0
2016,5-9,Pulmonary Tuberculosis,National,0
2016,5-9,Rubella,National,0
2016,5-9,Scabies,National,45
2016,5-9,Scarlet  Fever,National,48
2016,5-9,Seasonal Influenza,National,359
2016,5-9,Syphilis,National,0
2016,5-9,Tetanus,National,0
2016,5-9,Typhoid Fever,National,1
2016,5-9,Viral Hepatitis A,National,87
2016,5-9,Viral Hepatitis B,National,0
2016,5-9,Viral Hepatitis C,National,0
2016,5-9,Viral Meningitis,National,13
2016,5-9,Whooping Cough,National,0
2016,10-14,Acute Encephalitis,National,1
2016,10-14,Acute Flaccid Paralysis,National,1
2016,10-14,Brucellosis,National,5
2016,10-14,Chickenpox,National,59
2016,10-14,Corona Virus,National,0
2016,10-14,Extra Pulmonary Tuberculosis,National,0
2016,10-14,Giardia Lambia,National,3
2016,10-14,Gonorrhoea,National,0
2016,10-14,Malaria,National,0
2016,10-14,Measles,National,1
2016,10-14,Mumps,National,4
2016,10-14,Other,National,34
2016,10-14,Other Food Poisoning,National,22
2016,10-14,Other STD,National,0
2016,10-14,Other Viral Hepatitis,National,0
2016,10-14,Pulmonary Tuberculosis,National,0
2016,10-14,Rubella,National,0
2016,10-14,Scabies,National,25
2016,10-14,Scarlet  Fever,National,1
2016,10-14,Seasonal Influenza,National,131
2016,10-14,Syphilis,National,0
2016,10-14,Tetanus,National,0
2016,10-14,Typhoid Fever,National,1
2016,10-14,Viral Hepatitis A,National,24
2016,10-14,Viral Hepatitis B,National,0
2016,10-14,Viral Hepatitis C,National,0
2016,10-14,Viral Meningitis,National,5
2016,10-14,Whooping Cough,National,0
2016,15-19,Acute Encephalitis,National,0
2016,15-19,Acute Flaccid Paralysis,National,0
2016,15-19,Brucellosis,National,3
2016,15-19,Chickenpox,National,20
2016,15-19,Corona Virus,National,1
2016,15-19,Extra Pulmonary Tuberculosis,National,2
2016,15-19,Giardia Lambia,National,6
2016,15-19,Gonorrhoea,National,11
2016,15-19,Malaria,National,0
2016,15-19,Measles,National,1
2016,15-19,Mumps,National,2
2016,15-19,Other,National,34
2016,15-19,Other Food Poisoning,National,12
2016,15-19,Other STD,National,6
2016,15-19,Other Viral Hepatitis,National,0
2016,15-19,Pulmonary Tuberculosis,National,2
2016,15-19,Rubella,National,0
2016,15-19,Scabies,National,26
2016,15-19,Scarlet  Fever,National,0
2016,15-19,Seasonal Influenza,National,80
2016,15-19,Syphilis,National,0
2016,15-19,Tetanus,National,0
2016,15-19,Typhoid Fever,National,2
2016,15-19,Viral Hepatitis A,National,9
2016,15-19,Viral Hepatitis B,National,3
2016,15-19,Viral Hepatitis C,National,5
2016,15-19,Viral Meningitis,National,4
2016,15-19,Whooping Cough,National,0
2016,20-24,Acute Encephalitis,National,0
2016,20-24,Acute Flaccid Paralysis,National,0
2016,20-24,Brucellosis,National,3
2016,20-24,Chickenpox,National,35
2016,20-24,Corona Virus,National,1
2016,20-24,Extra Pulmonary Tuberculosis,National,1
2016,20-24,Giardia Lambia,National,6
2016,20-24,Gonorrhoea,National,27
2016,20-24,Malaria,National,1
2016,20-24,Measles,National,0
2016,20-24,Mumps,National,0
2016,20-24,Other,National,43
2016,20-24,Other Food Poisoning,National,25
2016,20-24,Other STD,National,57
2016,20-24,Other Viral Hepatitis,National,0
2016,20-24,Pulmonary Tuberculosis,National,2
2016,20-24,Rubella,National,0
2016,20-24,Scabies,National,29
2016,20-24,Scarlet  Fever,National,0
2016,20-24,Seasonal Influenza,National,96
2016,20-24,Syphilis,National,4
2016,20-24,Tetanus,National,0
2016,20-24,Typhoid Fever,National,7
2016,20-24,Viral Hepatitis A,National,4
2016,20-24,Viral Hepatitis B,National,11
2016,20-24,Viral Hepatitis C,National,14
2016,20-24,Viral Meningitis,National,6
2016,20-24,Whooping Cough,National,1
2016,25-29,Acute Encephalitis,National,0
2016,25-29,Acute Flaccid Paralysis,National,0
2016,25-29,Brucellosis,National,1
2016,25-29,Chickenpox,National,12
2016,25-29,Corona Virus,National,2
2016,25-29,Extra Pulmonary Tuberculosis,National,5
2016,25-29,Giardia Lambia,National,5
2016,25-29,Gonorrhoea,National,12
2016,25-29,Malaria,National,0
2016,25-29,Measles,National,2
2016,25-29,Mumps,National,3
2016,25-29,Other,National,46
2016,25-29,Other Food Poisoning,National,24
2016,25-29,Other STD,National,130
2016,25-29,Other Viral Hepatitis,National,0
2016,25-29,Pulmonary Tuberculosis,National,2
2016,25-29,Rubella,National,0
2016,25-29,Scabies,National,26
2016,25-29,Scarlet  Fever,National,0
2016,25-29,Seasonal Influenza,National,154
2016,25-29,Syphilis,National,5
2016,25-29,Tetanus,National,0
2016,25-29,Typhoid Fever,National,2
2016,25-29,Viral Hepatitis A,National,1
2016,25-29,Viral Hepatitis B,National,44
2016,25-29,Viral Hepatitis C,National,7
2016,25-29,Viral Meningitis,National,5
2016,25-29,Whooping Cough,National,1
2016,30-34,Acute Encephalitis,National,0
2016,30-34,Acute Flaccid Paralysis,National,0
2016,30-34,Brucellosis,National,2
2016,30-34,Chickenpox,National,9
2016,30-34,Corona Virus,National,0
2016,30-34,Extra Pulmonary Tuberculosis,National,0
2016,30-34,Giardia Lambia,National,2
2016,30-34,Gonorrhoea,National,11
2016,30-34,Malaria,National,0
2016,30-34,Measles,National,1
2016,30-34,Mumps,National,1
2016,30-34,Other,National,40
2016,30-34,Other Food Poisoning,National,21
2016,30-34,Other STD,National,112
2016,30-34,Other Viral Hepatitis,National,0
2016,30-34,Pulmonary Tuberculosis,National,3
2016,30-34,Rubella,National,1
2016,30-34,Scabies,National,16
2016,30-34,Scarlet  Fever,National,0
2016,30-34,Seasonal Influenza,National,140
2016,30-34,Syphilis,National,7
2016,30-34,Tetanus,National,0
2016,30-34,Typhoid Fever,National,1
2016,30-34,Viral Hepatitis A,National,1
2016,30-34,Viral Hepatitis B,National,47
2016,30-34,Viral Hepatitis C,National,12
2016,30-34,Viral Meningitis,National,4
2016,30-34,Whooping Cough,National,1
2016,35-39,Acute Encephalitis,National,0
2016,35-39,Acute Flaccid Paralysis,National,0
2016,35-39,Brucellosis,National,3
2016,35-39,Chickenpox,National,5
2016,35-39,Corona Virus,National,0
2016,35-39,Extra Pulmonary Tuberculosis,National,0
2016,35-39,Giardia Lambia,National,1
2016,35-39,Gonorrhoea,National,4
2016,35-39,Malaria,National,1
2016,35-39,Measles,National,3
2016,35-39,Mumps,National,0
2016,35-39,Other,National,29
2016,35-39,Other Food Poisoning,National,12
2016,35-39,Other STD,National,70
2016,35-39,Other Viral Hepatitis,National,0
2016,35-39,Pulmonary Tuberculosis,National,2
2016,35-39,Rubella,National,1
2016,35-39,Scabies,National,13
2016,35-39,Scarlet  Fever,National,0
2016,35-39,Seasonal Influenza,National,78
2016,35-39,Syphilis,National,10
2016,35-39,Tetanus,National,0
2016,35-39,Typhoid Fever,National,0
2016,35-39,Viral Hepatitis A,National,1
2016,35-39,Viral Hepatitis B,National,39
2016,35-39,Viral Hepatitis C,National,17
2016,35-39,Viral Meningitis,National,2
2016,35-39,Whooping Cough,National,0
2016,40-44,Acute Encephalitis,National,0
2016,40-44,Acute Flaccid Paralysis,National,0
2016,40-44,Brucellosis,National,0
2016,40-44,Chickenpox,National,2
2016,40-44,Corona Virus,National,0
2016,40-44,Extra Pulmonary Tuberculosis,National,0
2016,40-44,Giardia Lambia,National,3
2016,40-44,Gonorrhoea,National,1
2016,40-44,Malaria,National,0
2016,40-44,Measles,National,2
2016,40-44,Mumps,National,1
2016,40-44,Other,National,20
2016,40-44,Other Food Poisoning,National,4
2016,40-44,Other STD,National,42
2016,40-44,Other Viral Hepatitis,National,0
2016,40-44,Pulmonary Tuberculosis,National,2
2016,40-44,Rubella,National,0
2016,40-44,Scabies,National,6
2016,40-44,Scarlet  Fever,National,0
2016,40-44,Seasonal Influenza,National,42
2016,40-44,Syphilis,National,6
2016,40-44,Tetanus,National,0
2016,40-44,Typhoid Fever,National,1
2016,40-44,Viral Hepatitis A,National,0
2016,40-44,Viral Hepatitis B,National,21
2016,40-44,Viral Hepatitis C,National,23
2016,40-44,Viral Meningitis,National,0
2016,40-44,Whooping Cough,National,0
2016,45-49,Acute Encephalitis,National,0
2016,45-49,Acute Flaccid Paralysis,National,0
2016,45-49,Brucellosis,National,1
2016,45-49,Chickenpox,National,1
2016,45-49,Corona Virus,National,1
2016,45-49,Extra Pulmonary Tuberculosis,National,1
2016,45-49,Giardia Lambia,National,1
2016,45-49,Gonorrhoea,National,1
2016,45-49,Malaria,National,0
2016,45-49,Measles,National,0
2016,45-49,Mumps,National,0
2016,45-49,Other,National,9
2016,45-49,Other Food Poisoning,National,3
2016,45-49,Other STD,National,23
2016,45-49,Other Viral Hepatitis,National,0
2016,45-49,Pulmonary Tuberculosis,National,3
2016,45-49,Rubella,National,0
2016,45-49,Scabies,National,4
2016,45-49,Scarlet  Fever,National,0
2016,45-49,Seasonal Influenza,National,24
2016,45-49,Syphilis,National,9
2016,45-49,Tetanus,National,0
2016,45-49,Typhoid Fever,National,0
2016,45-49,Viral Hepatitis A,National,0
2016,45-49,Viral Hepatitis B,National,15
2016,45-49,Viral Hepatitis C,National,19
2016,45-49,Viral Meningitis,National,0
2016,45-49,Whooping Cough,National,0
2016,50-54,Acute Encephalitis,National,0
2016,50-54,Acute Flaccid Paralysis,National,0
2016,50-54,Brucellosis,National,1
2016,50-54,Chickenpox,National,0
2016,50-54,Corona Virus,National,1
2016,50-54,Extra Pulmonary Tuberculosis,National,0
2016,50-54,Giardia Lambia,National,1
2016,50-54,Gonorrhoea,National,0
2016,50-54,Malaria,National,0
2016,50-54,Measles,National,0
2016,50-54,Mumps,National,0
2016,50-54,Other,National,5
2016,50-54,Other Food Poisoning,National,0
2016,50-54,Other STD,National,7
2016,50-54,Other Viral Hepatitis,National,0
2016,50-54,Pulmonary Tuberculosis,National,2
2016,50-54,Rubella,National,0
2016,50-54,Scabies,National,4
2016,50-54,Scarlet  Fever,National,0
2016,50-54,Seasonal Influenza,National,36
2016,50-54,Syphilis,National,1
2016,50-54,Tetanus,National,0
2016,50-54,Typhoid Fever,National,1
2016,50-54,Viral Hepatitis A,National,0
2016,50-54,Viral Hepatitis B,National,17
2016,50-54,Viral Hepatitis C,National,19
2016,50-54,Viral Meningitis,National,0
2016,50-54,Whooping Cough,National,0
2016,55-59,Acute Encephalitis,National,0
2016,55-59,Acute Flaccid Paralysis,National,0
2016,55-59,Brucellosis,National,1
2016,55-59,Chickenpox,National,2
2016,55-59,Corona Virus,National,0
2016,55-59,Extra Pulmonary Tuberculosis,National,0
2016,55-59,Giardia Lambia,National,0
2016,55-59,Gonorrhoea,National,0
2016,55-59,Malaria,National,1
2016,55-59,Measles,National,0
2016,55-59,Mumps,National,2
2016,55-59,Other,National,9
2016,55-59,Other Food Poisoning,National,5
2016,55-59,Other STD,National,3
2016,55-59,Other Viral Hepatitis,National,0
2016,55-59,Pulmonary Tuberculosis,National,0
2016,55-59,Rubella,National,0
2016,55-59,Scabies,National,6
2016,55-59,Scarlet  Fever,National,0
2016,55-59,Seasonal Influenza,National,21
2016,55-59,Syphilis,National,4
2016,55-59,Tetanus,National,0
2016,55-59,Typhoid Fever,National,1
2016,55-59,Viral Hepatitis A,National,1
2016,55-59,Viral Hepatitis B,National,12
2016,55-59,Viral Hepatitis C,National,12
2016,55-59,Viral Meningitis,National,1
